Match date,Matches,Team,InStat Index,Goals,Chances,Chances successful,Fouls,Yellow cards,Red cards,Tactics,Offsides,Corner,Shots,Shots on target,Passes,"Accurate passes, %",Key passes,Key passes accurate,Crosses,"Accurate crosses, %",Challenges,"Challenges won, %",Defensive challenges,"Challenges in defence won, %",Attacking challenges,"Challenges in attack won, %",Air challenges,"Air challenges won, %",Dribbles,"Successful dribbles, %",Tackles,"Tackles won, %",Lost balls,Lost balls in own half,Ball recoveries,Ball recoveries in opponent's half,Team pressing,"Pressing efficiency, %","Ball possession, %",Entrances to the opposition half,Entrances to the final third,Entrance to the penalty box,Total actions,Successful actions,"Successful actions, %","Shots on target, %",Shots wide,Blocked shots,Shots on post / bar,Accurate passes,Crosses accurate,Positional attacks,Positional attacks with shots,% of efficiency for positional attacks,Counter-attacks,Counter-attacks with a shot,% of efficiency for counterattacks,Set pieces attacks,Attacks with shots - Set pieces attacks,% of efficiency for set-piece attacks,Free-kick attacks,Free-kick attacks with shots,% of efficiency for free-kick attacks,Corner attacks,Corner attacks with shots,% of efficiency for corner attacks,Throw-in attacks,Throw-in attacks with shots,% of efficiency for throw-in attacks,Free-kick shots,Goals - Free-kick attack,% scored free kick shots,Penalties,"Penalties
 scored","Penalties scored, %",Team pressing successful,Opponent's passes per defensive action,Building-ups,Building-ups without pressing,High pressing,High pressing successful,"High pressing, %",Low pressing,Low pressing successful,"Low pressing, %","Ball possession, sec","Ball possessions, quantity",xG (Expected goals),Opponent's xG,Net xG (xG - Opponent's xG),Expected points,xG conversion,xG per shot,Opponent's xG per shot,xG per goal,Opponent's xG per goal,home_Away
03-04-21,St. Gallen 1 : 1 Zurich,ZUR,205,1,5,1,10,4,1,4-2-3-1,2,1,8,4,358,75%,7,3,8,25%,168,46%,91,51%,77,42%,37,49%,27,48%,38,50%,75,12,56,7,13,54%,45%,60,36,10,708,507,72%,50%,3,1,0,267,2,67,3,4%,18,2,11%,3,2,67%,0,0,0,1,1,100%,1,0,0,0,0,0,1,1,100%,7,3.2,35,8,10,5,50%,3,2,67%,1285.33,116,1.05,1.28,0.23,0.7,0.95,0.13,0.07,1.05,1.28,a
04-04-21,Servette 1 : 1 Lugano,SER,222,1,8,1,12,0,0,4-3-3d,2,9,18,4,573,83%,10,5,22,32%,138,56%,75,56%,63,56%,51,61%,19,63%,26,54%,66,7,57,8,20,55%,56%,84,65,30,902,710,79%,22%,11,3,0,475,7,69,6,9%,20,3,15%,14,8,57%,3,2,67%,9,5,56%,2,1,50%,1,0,0,0,0,0,11,7.17,29,14,8,4,50%,12,7,58%,1811.09,112,1.29,0.46,0.83,2,0.78,0.07,0.05,1.29,0.46,h
04-04-21,Servette 1 : 1 Lugano,LUG,209,1,2,1,12,1,0,4-4-2d,2,1,9,2,421,80%,2,1,10,10%,138,44%,63,44%,75,44%,51,39%,19,63%,24,50%,75,16,49,5,15,33%,44%,47,29,10,713,530,74%,22%,6,1,0,337,1,60,5,8%,13,3,23%,2,1,50%,1,1,100%,1,0,0,0,0,0,1,0,0,0,0,0,5,5.59,38,18,6,1,17%,9,4,44%,1428.14,99,0.46,1.29,0.83,0.5,2.17,0.05,0.07,0.46,1.29,a
04-04-21,Sion 0 : 3 Young Boys,SIO,199,0,5,0,14,2,0,4-4-2c,1,1,7,2,310,72%,5,2,5,20%,141,53%,69,58%,72,49%,42,50%,18,67%,42,64%,74,14,48,7,19,53%,35%,48,27,11,600,431,72%,29%,4,1,0,222,1,56,1,2%,12,1,8%,6,4,67%,4,3,75%,1,1,100%,1,0,0,2,0,0,0,0,0,10,5.56,22,3,12,7,58%,7,3,43%,1020.23,100,0.91,2.7,1.79,0.1,0,0.13,0.16,0,0.9,h
04-04-21,Sion 0 : 3 Young Boys,YB,244,3,12,3,13,4,0,4-4-2c,1,8,17,7,599,83%,13,8,23,13%,141,47%,72,51%,69,42%,42,50%,27,56%,26,54%,71,13,53,10,19,53%,65%,78,59,22,912,715,78%,41%,5,5,0,495,3,77,7,9%,18,2,11%,15,7,47%,4,1,25%,8,5,63%,2,0,0,0,0,0,1,1,100%,10,3.89,40,21,11,7,64%,8,3,38%,1900.72,117,2.7,0.91,1.79,2.7,1.11,0.16,0.13,0.9,0,a
05-04-21,Basel 1 : 2 Vaduz,BAS,211,1,7,1,13,3,0,4-2-3-1,0,6,10,5,671,87%,6,3,19,32%,175,51%,88,60%,87,43%,42,62%,25,56%,34,53%,67,10,49,11,22,55%,64%,78,53,17,1008,819,81%,50%,3,2,0,584,6,75,6,8%,8,1,13%,13,4,31%,6,3,50%,6,1,17%,1,0,0,2,0,0,0,0,0,12,5.31,34,20,14,8,57%,8,4,50%,1995.32,106,1.11,1.23,0.12,0.7,0,0.11,0.14,0,0.62,h
10-04-21,Lugano 1 : 0 Lausanne-Sport,LUG,217,1,1,1,9,3,0,03-05-02,2,5,3,1,468,82%,1,0,7,14%,162,52%,66,64%,96,44%,45,42%,21,52%,28,79%,80,14,59,7,14,21%,44%,55,27,9,790,617,78%,33%,2,0,0,385,1,56,0,0,18,0,0,7,3,43%,2,0,0,5,3,60%,0,0,0,0,0,0,0,0,0,3,5.93,27,9,10,3,30%,4,0,0,1520.98,104,0.39,1.33,0.94,0.5,2.56,0.13,0.07,0.39,0,h
10-04-21,Luzern 3 : 4 Basel,LUZ,206,3,6,3,15,2,0,03-04-03,2,8,20,9,419,80%,8,2,15,33%,123,50%,64,48%,59,53%,35,57%,11,73%,23,65%,60,11,41,9,13,38%,51%,60,43,17,721,545,76%,45%,3,7,1,335,5,54,8,15%,14,2,14%,15,6,40%,4,1,25%,8,3,38%,1,0,0,1,0,0,2,1,50%,5,4.76,29,15,5,1,20%,8,4,50%,1418.34,97,2.33,3.27,0.94,0.5,1.29,0.12,0.2,0.78,0.82,h
10-04-21,Luzern 3 : 4 Basel,BAS,228,4,10,4,15,4,0,4-2-3-1,2,4,16,7,412,79%,21,12,10,30%,123,50%,59,47%,64,52%,35,43%,15,53%,20,60%,56,14,41,4,14,43%,49%,61,41,22,703,529,75%,44%,6,2,1,324,3,62,7,11%,11,5,45%,10,1,10%,4,0,0,4,1,25%,2,0,0,0,0,0,0,0,0,6,3.6,29,16,6,2,33%,8,4,50%,1371.89,107,3.27,2.33,0.94,2,1.22,0.2,0.12,0.82,0.78,a
11-04-21,Vaduz 3 : 0 Sion,SIO,195,0,3,0,18,3,1,4-4-2c,0,4,6,2,473,83%,2,2,16,19%,143,51%,64,59%,79,44%,52,56%,24,54%,23,61%,74,13,42,7,26,42%,51%,67,38,10,742,574,77%,33%,1,2,1,393,3,72,4,6%,3,0,0,7,2,29%,2,0,0,4,1,25%,1,1,100%,0,0,0,0,0,0,11,6.63,35,16,8,4,50%,18,7,39%,1404.49,101,0.76,1.76,1,0.5,0,0.13,0.22,0,0.59,a
11-04-21,Young Boys 2 : 0 St. Gallen,YB,242,2,9,2,11,2,0,4-2-3-1,4,6,18,5,447,76%,14,6,15,40%,200,57%,109,60%,91,53%,57,67%,33,73%,34,62%,79,21,66,11,19,53%,55%,75,46,20,814,601,74%,28%,8,4,1,339,6,65,6,9%,24,3,13%,12,8,67%,4,3,75%,6,3,50%,2,2,100%,3,0,0,0,0,0,10,3.22,37,11,5,3,60%,14,7,50%,1524.81,128,2.89,1.64,1.25,2.3,0.69,0.16,0.12,1.45,0,h
11-04-21,Young Boys 2 : 0 St. Gallen,SG,205,0,4,0,21,4,0,4-4-2d,2,5,14,1,367,73%,5,4,5,40%,200,44%,91,47%,109,40%,57,33%,21,62%,45,47%,89,15,57,16,26,54%,45%,67,33,17,736,501,68%,7%,9,4,0,267,2,67,9,13%,19,3,16%,8,2,25%,2,0,0,5,1,20%,1,1,100%,0,0,0,0,0,0,14,4.71,28,9,15,9,60%,11,5,45%,1234.82,125,1.64,2.89,1.25,0.3,0,0.12,0.16,0,1.45,a
11-04-21,Zurich 1 : 2 Servette,ZUR,205,1,3,1,13,2,0,4-4-2c,2,5,11,4,507,81%,3,1,13,15%,145,56%,60,55%,85,56%,43,65%,34,62%,20,70%,71,8,50,9,14,50%,57%,76,41,18,811,632,78%,36%,4,3,0,412,2,78,8,10%,13,0,0,11,3,27%,4,1,25%,5,1,20%,2,1,50%,0,0,0,0,0,0,7,5.83,32,19,6,2,33%,8,5,63%,1693.92,115,1.17,0.99,0.18,1.5,0.85,0.11,0.09,1.17,0.5,h
11-04-21,Zurich 1 : 2 Servette,SER,225,2,5,2,18,5,0,4-3-3d,3,7,11,7,420,80%,5,3,19,21%,145,44%,85,44%,60,45%,43,35%,16,38%,43,51%,70,14,49,6,13,31%,43%,58,40,15,718,540,75%,64%,3,1,0,338,4,59,4,7%,14,5,36%,9,2,22%,2,0,0,7,2,29%,0,0,0,0,0,0,0,0,0,4,4.29,30,16,10,1,10%,3,3,100%,1292.52,107,0.99,1.17,0.18,0.7,2.02,0.09,0.11,0.5,1.17,a
17-04-21,Sion 2 : 2 Zurich,SIO,212,2,9,2,20,6,0,4-4-2c,1,4,11,5,410,76%,10,8,9,56%,158,46%,72,54%,86,40%,58,45%,21,57%,30,40%,84,16,56,11,13,54%,47%,59,32,15,736,539,73%,45%,5,1,0,313,5,61,6,10%,11,3,27%,11,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,0,0,7,4.07,29,15,6,3,50%,7,4,57%,1299.4,122,2,1.77,0.23,1.5,1,0.18,0.12,1,0.89,h
17-04-21,Sion 2 : 2 Zurich,ZUR,210,2,8,2,10,2,0,4-4-2c,1,4,15,4,453,76%,7,3,15,20%,158,54%,86,60%,72,46%,58,55%,21,86%,30,60%,83,14,60,11,14,36%,53%,73,47,15,774,570,74%,27%,6,5,0,346,3,64,6,9%,20,2,10%,11,5,45%,7,3,43%,4,2,50%,0,0,0,2,0,0,0,0,0,5,5.59,32,19,8,4,50%,6,1,17%,1446.92,122,1.77,2,0.23,0.7,1.13,0.12,0.18,0.89,1,a
17-04-21,St. Gallen 0 : 0 Luzern,SG,217,0,3,0,8,1,0,4-4-2d,2,3,11,2,494,81%,7,3,18,28%,167,45%,73,55%,94,37%,43,49%,26,58%,25,64%,75,4,60,10,25,60%,55%,79,41,16,847,645,76%,18%,7,2,0,398,5,74,5,7%,16,3,19%,9,2,22%,4,1,25%,3,0,0,2,1,50%,1,0,0,0,0,0,15,5.34,27,13,13,11,85%,12,4,33%,1745.39,109,1.34,0.69,0.65,2,0,0.12,0.06,0,0,h
17-04-21,St. Gallen 0 : 0 Luzern,LUZ,215,0,3,0,14,2,0,4-4-2c,2,2,11,2,429,76%,6,2,8,25%,167,55%,94,63%,73,45%,43,51%,22,41%,43,65%,79,19,60,2,14,14%,45%,46,27,12,752,553,74%,18%,4,4,1,326,2,49,7,14%,14,1,7%,6,2,33%,0,0,0,2,1,50%,4,1,25%,0,0,0,0,0,0,2,4.33,34,9,3,0,0,11,2,18%,1421.75,107,0.69,1.34,0.65,0.5,0,0.06,0.12,0,0,a
18-04-21,Basel 5 : 0 Servette,BAS,241,5,19,5,15,1,0,4-2-3-1,5,8,16,12,622,88%,25,14,9,11%,111,43%,60,50%,51,35%,32,41%,13,62%,26,58%,66,16,60,11,16,56%,63%,66,42,28,883,733,83%,75%,2,2,0,546,1,62,7,11%,11,5,45%,12,3,25%,1,0,0,8,1,13%,1,0,0,0,0,0,2,2,100%,9,4.74,46,24,6,4,67%,10,5,50%,1881.03,102,3.77,0.48,3.29,2.7,1.33,0.24,0.1,0.75,0,h
18-04-21,Basel 5 : 0 Servette,SER,187,0,1,0,10,1,1,4-3-3d,0,2,5,2,381,77%,4,1,5,0,111,57%,51,65%,60,50%,32,59%,22,50%,16,50%,73,14,37,7,22,14%,37%,64,28,11,607,455,75%,40%,1,2,0,294,0,63,1,2%,11,3,27%,6,1,17%,3,1,33%,2,0,0,1,0,0,0,0,0,0,0,0,3,10.92,23,7,15,2,13%,7,1,14%,1120.46,103,0.48,3.77,3.29,0.1,0,0.1,0.24,0,0.75,a
18-04-21,Young Boys 3 : 0 Lugano,YB,243,3,10,3,10,1,0,4-4-2c,1,8,18,10,594,87%,8,5,33,21%,134,49%,66,42%,68,56%,36,58%,22,73%,26,42%,57,7,53,18,18,28%,59%,78,63,29,880,721,82%,56%,5,3,0,517,7,64,10,16%,16,3,19%,12,5,42%,2,2,100%,8,2,25%,1,0,0,1,0,0,1,1,100%,5,5.77,30,15,7,3,43%,11,2,18%,1905.03,100,4.09,0.48,3.61,2.7,0.73,0.23,0.05,1.36,0,h
18-04-21,Young Boys 3 : 0 Lugano,LUG,198,0,1,0,8,2,0,3-5-2*,1,5,10,4,398,83%,4,0,8,13%,134,51%,68,44%,66,58%,36,42%,21,71%,31,48%,64,20,43,4,15,33%,41%,49,32,9,666,514,77%,40%,6,0,0,329,1,42,6,14%,16,3,19%,7,1,14%,1,0,0,5,1,20%,1,0,0,0,0,0,0,0,0,5,6.46,34,16,10,4,40%,5,1,20%,1329.87,93,0.48,4.09,3.61,0.1,0,0.05,0.23,0,1.36,a
21-04-21,Lugano 2 : 0 St. Gallen,LUG,224,2,7,2,16,5,0,3-5-2*,2,0,6,4,348,73%,9,6,6,17%,193,52%,100,53%,93,51%,45,49%,28,68%,38,63%,80,24,62,5,19,26%,37%,45,25,8,702,503,72%,67%,1,1,0,253,1,47,1,2%,15,4,27%,2,1,50%,2,1,50%,0,0,0,0,0,0,0,0,0,0,0,0,5,3.76,19,4,8,3,38%,11,2,18%,1119.73,108,1.32,1,0.32,1.5,1.52,0.22,0.06,0.66,0,h
21-04-21,Lugano 2 : 0 St. Gallen,SG,205,0,4,0,9,2,0,4-3-3d,2,7,16,3,583,82%,6,3,23,22%,193,48%,93,49%,100,47%,45,51%,31,45%,33,42%,75,7,58,14,15,47%,63%,97,62,17,968,738,76%,19%,9,4,0,477,5,93,10,11%,14,2,14%,12,4,33%,5,2,40%,7,2,29%,0,0,0,1,0,0,0,0,0,7,6.17,25,6,6,1,17%,9,6,67%,1941.64,124,1,1.32,0.32,0.7,0,0.06,0.22,0,0.66,a
21-04-21,Luzern 1 : 0 Lausanne-Sport,LUZ,227,1,6,1,12,1,0,4-4-2c,0,7,11,5,471,82%,10,6,13,15%,140,48%,78,50%,62,45%,43,47%,17,71%,27,56%,73,12,50,8,11,36%,55%,61,43,16,772,597,77%,45%,4,2,0,387,2,50,3,6%,13,5,38%,13,2,15%,4,1,25%,7,1,14%,2,0,0,0,0,0,0,0,0,4,5.03,39,26,4,3,75%,7,1,14%,1811.97,104,1,0.7,0.3,1.5,1,0.09,0.06,1,0,h
21-04-21,Vaduz 1 : 1 Basel,BAS,223,1,2,1,11,4,0,4-2-3-1,2,3,10,3,594,86%,3,2,14,14%,153,50%,84,57%,69,41%,45,62%,22,50%,28,46%,83,19,58,15,13,46%,57%,76,49,14,904,718,79%,30%,5,2,0,508,2,66,5,8%,15,3,20%,7,2,29%,4,1,25%,3,1,33%,0,0,0,1,0,0,0,0,0,6,3.82,47,24,4,2,50%,9,4,44%,1859.99,112,0.98,1.24,0.26,0.7,1.02,0.1,0.11,0.98,1.24,a
22-04-21,Servette 3 : 5 Sion,SER,204,3,6,3,7,2,0,4-3-3d,2,8,19,7,555,81%,17,8,22,14%,131,53%,63,51%,68,56%,47,49%,20,45%,12,50%,69,11,58,12,18,78%,64%,92,61,23,844,652,77%,37%,10,2,0,448,3,72,11,15%,16,0,0,16,7,44%,7,4,57%,8,3,38%,1,0,0,2,0,0,0,0,0,14,4.33,30,17,9,7,78%,9,7,78%,1687.83,117,3.3,1.86,1.44,2.3,0.91,0.17,0.21,1.1,0.37,h
22-04-21,Servette 3 : 5 Sion,SIO,221,5,7,5,15,4,0,4-4-2c,1,1,9,7,300,71%,13,6,6,50%,131,47%,68,44%,63,49%,47,51%,9,67%,23,61%,72,18,47,8,13,54%,36%,51,24,9,581,407,70%,78%,1,1,0,212,3,48,6,13%,8,1,13%,6,2,33%,4,1,25%,1,1,100%,1,0,0,0,0,0,0,0,0,7,4.77,26,8,7,5,71%,6,2,33%,956.76,103,1.86,3.3,1.44,0.3,2.69,0.21,0.17,0.37,1.1,a
22-04-21,Zurich 1 : 2 Young Boys,ZUR,212,1,5,1,17,2,0,4-3-3d,4,5,15,7,379,76%,9,3,13,8%,164,46%,91,44%,73,48%,53,38%,22,64%,35,49%,80,9,55,11,30,40%,42%,59,41,24,695,493,71%,47%,4,4,0,289,1,61,8,13%,21,3,14%,9,4,44%,4,2,50%,5,2,40%,0,0,0,1,0,0,0,0,0,12,8.56,27,6,18,7,39%,12,5,42%,1276.74,117,1.87,1.49,0.38,1.5,0.53,0.12,0.11,1.87,1.49,h
22-04-21,Zurich 1 : 2 Young Boys,YB,228,2,5,2,14,4,0,4-4-2c,3,4,14,2,533,83%,3,1,8,25%,164,54%,73,52%,91,56%,53,62%,29,62%,26,46%,78,14,55,7,21,43%,58%,65,32,15,878,686,78%,14%,10,2,0,445,2,72,7,10%,8,3,38%,7,4,57%,3,2,67%,4,2,50%,0,0,0,2,0,0,0,0,0,9,4.07,41,11,12,4,33%,9,5,56%,1788.45,115,1.49,1.87,0.38,0.7,0.67,0.11,0.12,1.49,1.87,a
24-04-21,Lausanne-Sport 3 : 3 Basel,BAS,214,3,6,3,10,2,0,4-2-3-1,2,3,17,9,601,87%,10,5,9,11%,159,52%,78,60%,81,43%,38,61%,26,38%,43,63%,72,12,59,7,19,32%,60%,69,47,22,916,738,81%,53%,6,2,0,524,1,67,10,15%,16,4,25%,6,3,50%,0,0,0,3,0,0,2,2,100%,0,0,0,1,1,100%,6,4.61,45,17,11,3,27%,8,3,38%,1997.62,108,1.86,3.01,1.15,0.3,1.61,0.11,0.13,0.62,1,a
24-04-21,St. Gallen 1 : 0 Vaduz,SG,226,1,5,1,17,2,0,4-4-2d,0,6,11,2,430,77%,6,2,6,33%,202,49%,91,55%,111,44%,65,51%,27,52%,30,60%,92,12,62,18,17,82%,52%,83,45,14,811,582,72%,18%,3,6,0,329,2,71,4,6%,19,1,5%,22,6,27%,10,4,40%,6,1,17%,6,1,17%,1,0,0,0,0,0,14,3.75,21,4,6,6,100%,11,8,73%,1436.29,132,1.22,0.4,0.82,2,0.82,0.11,0.08,1.22,0,h
25-04-21,Lugano 0 : 1 Servette,LUG,209,0,6,0,8,3,1,3-5-2*,2,4,9,5,496,84%,8,4,13,31%,152,49%,58,45%,94,52%,48,48%,21,81%,18,56%,68,10,54,7,14,43%,52%,63,35,16,809,634,78%,56%,1,3,0,416,4,58,6,10%,15,1,7%,11,2,18%,6,2,33%,4,0,0,1,0,0,1,0,0,0,0,0,6,4.74,41,23,7,4,57%,7,2,29%,1759.86,108,0.86,1.9,1.04,0.3,0,0.1,0.12,0,1.9,h
25-04-21,Lugano 0 : 1 Servette,SER,219,1,11,1,15,4,0,4-4-2c,1,4,16,6,462,83%,13,6,15,47%,152,51%,94,48%,58,55%,48,52%,13,62%,29,41%,62,10,48,8,18,33%,48%,58,35,19,768,596,78%,38%,5,5,0,384,7,54,6,11%,17,6,35%,6,2,33%,1,1,100%,4,0,0,0,0,0,1,0,0,1,1,100%,6,4.57,31,17,7,2,29%,11,4,36%,1629.28,92,1.9,0.86,1.04,2.3,0.53,0.12,0.1,1.9,0,a
25-04-21,Luzern 3 : 1 Zurich,LUZ,226,3,4,3,15,4,0,4-4-2c,0,4,14,4,443,79%,2,1,16,19%,164,49%,100,49%,64,48%,37,51%,25,48%,30,47%,68,14,55,5,18,39%,51%,56,45,16,782,584,75%,29%,7,3,0,350,3,56,8,14%,18,2,11%,8,4,50%,2,0,0,4,3,75%,2,1,50%,0,0,0,0,0,0,7,4.16,35,24,6,3,50%,12,4,33%,1551.85,102,1.3,0.84,0.46,1.5,1.54,0.09,0.08,0.65,0.84,h
25-04-21,Luzern 3 : 1 Zurich,ZUR,202,1,6,1,11,2,0,4-1-4-1,1,4,11,1,460,80%,7,5,11,27%,164,51%,64,52%,100,51%,37,49%,26,62%,29,59%,76,8,43,8,11,36%,49%,73,43,14,786,588,75%,9%,4,6,0,370,3,71,4,6%,23,2,9%,11,4,36%,5,2,40%,4,1,25%,2,1,50%,1,0,0,0,0,0,4,5.65,36,18,5,2,40%,6,2,33%,1476.1,112,0.84,1.3,0.46,0.7,1.19,0.08,0.09,0.84,0.65,a
25-04-21,Young Boys 2 : 1 Sion,YB,232,2,6,2,12,0,0,4-4-2c,2,4,14,5,586,83%,14,6,25,40%,193,50%,105,50%,88,51%,72,50%,26,58%,25,60%,76,7,65,17,24,42%,63%,76,55,21,953,738,77%,36%,7,2,0,489,10,68,9,13%,12,2,17%,9,3,33%,3,2,67%,4,0,0,2,1,50%,1,0,0,0,0,0,10,3.53,45,22,12,6,50%,12,4,33%,2008.79,112,1.52,1.71,0.19,0.7,1.32,0.11,0.17,0.76,1.71,h
25-04-21,Young Boys 2 : 1 Sion,SIO,203,1,5,1,5,2,0,4-4-2c,3,5,10,1,362,75%,8,4,10,30%,193,50%,88,49%,105,50%,72,50%,19,53%,33,55%,81,19,56,5,23,22%,37%,58,33,16,709,494,70%,10%,7,2,0,272,3,60,3,5%,20,2,10%,12,5,42%,5,2,40%,5,2,40%,2,1,50%,0,0,0,0,0,0,5,6.19,29,5,11,4,36%,12,1,8%,1175.13,117,1.71,1.52,0.19,1.5,0.58,0.17,0.11,1.71,0.76,a
01-05-21,Basel 1 : 0 St. Gallen,BAS,235,1,7,1,4,2,0,4-2-3-1,2,6,7,3,569,79%,17,4,11,18%,131,54%,74,62%,57,44%,33,52%,22,55%,39,69%,86,24,78,7,9,78%,49%,59,35,15,889,692,78%,43%,1,2,1,451,2,49,1,2%,20,2,10%,9,4,44%,3,1,33%,6,3,50%,0,0,0,0,0,0,0,0,0,7,3.92,36,10,5,3,60%,4,4,100%,1699.49,121,0.71,0.6,0.11,1.5,1.41,0.1,0.07,0.71,0,h
01-05-21,Basel 1 : 0 St. Gallen,SG,202,0,2,0,10,0,0,4-4-2d,0,10,9,0,527,79%,7,1,19,16%,131,46%,57,56%,74,38%,33,48%,23,52%,25,52%,87,7,63,14,26,58%,51%,83,51,18,850,644,76%,0,3,5,1,415,3,81,5,6%,18,1,6%,13,3,23%,1,1,100%,10,2,20%,2,0,0,1,0,0,0,0,0,15,7.27,30,21,18,13,72%,8,2,25%,1793.25,116,0.6,0.71,0.11,0.7,0,0.07,0.1,0,0.71,a
01-05-21,Vaduz 1 : 2 Luzern,LUZ,228,2,3,2,8,2,0,4-4-2c,0,12,12,6,447,79%,5,3,18,17%,139,51%,62,61%,77,43%,30,43%,40,53%,28,61%,67,10,52,10,17,41%,50%,72,55,16,733,555,76%,50%,3,3,0,351,3,57,6,11%,18,2,11%,18,4,22%,5,0,0,12,4,33%,1,0,0,0,0,0,0,0,0,7,7.14,27,8,8,4,50%,9,3,33%,1468.03,120,1.17,1.19,0.02,0.7,1.71,0.1,0.09,0.59,1.19,a
02-05-21,Servette 2 : 1 Young Boys,SER,233,2,6,2,10,2,0,4-3-3d,1,4,15,4,483,81%,9,3,11,36%,118,49%,68,60%,50,34%,45,49%,11,45%,25,72%,75,25,60,8,22,41%,45%,61,35,18,750,580,77%,27%,8,3,0,392,4,55,7,13%,19,4,21%,9,2,22%,3,0,0,4,1,25%,1,0,0,0,0,0,1,0,0,9,7.78,32,12,16,8,50%,6,1,17%,1503.21,110,2.47,1.86,0.61,2,0.81,0.16,0.13,1.24,1.86,h
02-05-21,Servette 2 : 1 Young Boys,YB,216,1,7,1,10,1,0,4-4-2c,1,8,14,2,581,84%,7,4,16,25%,118,51%,50,66%,68,40%,45,51%,19,37%,17,71%,75,15,50,13,20,60%,55%,78,46,22,856,684,80%,14%,10,2,0,490,4,72,8,11%,12,2,17%,9,4,44%,1,1,100%,8,3,38%,0,0,0,1,0,0,0,0,0,12,8,41,19,9,3,33%,11,9,82%,1868.58,109,1.86,2.47,0.61,0.5,0.54,0.13,0.16,1.86,1.24,a
02-05-21,Sion 1 : 1 Lausanne-Sport,SIO,219,1,8,1,13,2,0,4-4-2c,0,6,17,6,342,73%,6,4,20,25%,139,55%,76,63%,63,44%,47,62%,24,38%,32,59%,70,21,60,9,4,25%,40%,54,35,15,673,497,74%,35%,8,3,0,249,5,48,4,8%,13,6,46%,12,5,42%,4,0,0,6,4,67%,1,0,0,0,0,0,1,0,0,1,3.9,22,13,0,0,0,4,1,25%,1193.69,103,2.96,1.68,1.28,2.3,0.34,0.17,0.11,2.96,1.68,h
02-05-21,Zurich 3 : 0 Lugano,ZUR,233,3,8,3,10,3,0,4-2-3-1,1,8,13,9,404,79%,7,3,15,7%,184,55%,94,57%,90,53%,47,47%,29,66%,40,63%,69,10,55,10,23,35%,47%,72,49,18,745,565,76%,69%,3,1,0,318,1,56,4,7%,15,2,13%,17,5,29%,6,2,33%,8,1,13%,1,0,0,0,0,0,2,2,100%,8,4.84,23,11,11,3,27%,12,5,42%,1427.79,105,2.42,0.53,1.89,2.7,1.24,0.19,0.09,0.81,0,h
02-05-21,Zurich 3 : 0 Lugano,LUG,191,0,2,0,18,4,0,4-4-2c,2,4,6,0,479,82%,7,2,12,17%,184,45%,90,47%,94,43%,47,53%,27,56%,38,50%,72,17,57,8,12,42%,53%,57,28,10,819,612,75%,0,4,2,0,392,2,64,6,9%,17,0,0,9,1,11%,4,1,25%,4,0,0,1,0,0,0,0,0,0,0,0,5,3.49,43,20,4,3,75%,8,2,25%,1613.59,112,0.53,2.42,1.89,0.1,0,0.09,0.19,0,0.81,a
08-05-21,Lugano 0 : 2 Vaduz,LUG,199,0,5,0,12,2,0,03-05-02,1,8,19,9,605,86%,5,4,21,38%,169,49%,78,59%,91,41%,67,52%,23,52%,20,50%,74,10,63,10,16,44%,59%,79,52,22,928,736,79%,47%,8,2,0,518,8,81,13,16%,12,1,8%,14,4,29%,2,2,100%,8,1,13%,4,1,25%,0,0,0,0,0,0,7,4.58,51,33,6,3,50%,10,4,40%,2021.91,118,1.7,1.35,0.35,1.5,0,0.09,0.17,0,0.68,h
08-05-21,Young Boys 2 : 0 Basel,YB,237,2,6,2,20,1,0,4-4-2d,1,4,18,4,515,86%,8,5,19,37%,166,52%,72,54%,94,51%,32,47%,34,65%,34,56%,67,8,57,17,24,54%,52%,72,52,22,843,666,79%,22%,4,9,1,441,7,70,11,16%,22,5,23%,6,1,17%,1,0,0,4,1,25%,1,0,0,0,0,0,0,0,0,13,11.03,37,17,11,6,55%,13,7,54%,1718.7,110,2.1,0.08,2.02,2.7,0.95,0.12,0.03,1.05,0,h
08-05-21,Young Boys 2 : 0 Basel,BAS,203,0,2,0,11,1,0,4-2-3-1,4,2,3,1,507,83%,2,1,6,33%,166,48%,94,49%,72,46%,32,53%,23,65%,43,49%,81,24,53,6,20,25%,49%,49,23,4,816,633,78%,33%,1,1,0,419,2,64,2,3%,14,1,7%,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,6.21,46,22,6,2,33%,14,3,21%,1618.42,111,0.08,2.1,2.02,0.1,0,0.03,0.12,0,1.05,a
09-05-21,Lausanne-Sport 2 : 2 Zurich,ZUR,204,2,3,2,12,2,0,4-4-2c,4,4,9,4,338,74%,7,2,10,30%,148,51%,78,60%,70,40%,42,33%,13,46%,43,58%,76,18,49,8,15,40%,37%,56,36,10,618,443,72%,44%,4,1,0,249,3,50,4,8%,12,1,8%,14,4,29%,10,4,40%,4,0,0,0,0,0,2,0,0,0,0,0,6,6.04,17,8,8,4,50%,7,2,29%,1167.86,105,0.6,2.57,1.97,0.1,1.67,0.07,0.18,0.6,1.29,a
